normalized_url,origins,kind,checked_at,http,final_url,robots,result,signals,content_type,bytes,truncated,note,verification,error
https://cuevadenerja.es/,registry:src-cueva-nerja:url,fuente o página informativa,2026-09-07T20:17:03Z,200,https://cuevadenerja.es/,permitido,HTTP 200,,text/html; charset=UTF-8,337218,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://cultura.antequera.es/agenda,historial del usuario; legacy:cultura-antequera:chosen_entrypoint; registry:src-agenda-cultura-antequera:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,cuerpo truncado,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://cultura.malaga.eu/,historial del usuario; registry:cultura-malaga-ayuntamiento:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://cultura.malaga.eu/es/agenda/index.html,historial del usuario; legacy:cultura-malaga:chosen_entrypoint; registry:src-agenda-cultura-malaga:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://cultura.malaga.eu/es/agenda/index.html?calMonth=1&calYear=2026,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://cultura.malaga.eu/es/agenda/index.html?calMonth=11&calYear=2025,historial del usuario,fuente o página informativa,2026-09-07,conn_error,,permitido,URL comprobada por Lovable,,,,,"HTTPSConnectionPool(host='cultura.malaga.eu', port=443): Max retries exceeded with url: /es/agenda/index.html?calMonth=1",resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://cultura.malaga.eu/es/agenda/index.html?calMonth=4&calYear=2025,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://cultura.nerja.es/category/programacion,registry:src-programacion-nerja:url,fuente o página informativa,2026-09-07T20:17:03Z,200,https://cultura.nerja.es/category/programacion/,permitido,HTTP 200,,text/html; charset=UTF-8,92405,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://datatracker.ietf.org/doc/html/rfc9309,historial del usuario,fuente o página informativa,2026-09-07T20:17:06Z,200,https://datatracker.ietf.org/doc/html/rfc9309,permitido,HTTP 200,,text/html; charset=utf-8,111920,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://datosabiertos.malaga.eu/,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://datosabiertos.malaga.eu/api/3/action/package_list,historial del usuario,fuente o página informativa,2026-09-07,,,prohibido,URL comprobada por Lovable,,,,,robots.txt prohibe la ruta al agente,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://datosabiertos.malaga.eu/dataset/agenda-2026,historial del usuario; registry:src-datos-abiertos-agenda-2026-csv:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://datosabiertos.malaga.eu/dataset/agenda-espectaculos,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://datosabiertos.malaga.eu/group/deporte,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://datosabiertos.malaga.eu/mk/dataset/agenda-deportes,historial del usuario; sports:datosabiertos-deportes:primary_url; sports:datosabiertos-deportes:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://datosabiertos.malaga.eu/recursos/cultura/agenda/2024.csv,historial del usuario; legacy:datos-abiertos-malaga:chosen_entrypoint,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,cuerpo truncado,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://datosabiertos.malaga.eu/recursos/cultura/agenda/2026.csv,historial del usuario; registry:ayto-malaga-csv:url; registry:malaga-open-data-csv:url; registry:src-csv-directo-agenda-2026:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,cuerpo truncado,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://deno.land/std@0.224.0/http/server.ts,historial del usuario,fuente o página informativa,2026-09-07T20:17:06Z,200,https://deno.land/std@0.224.0/http/server.ts,permitido,HTTP 200,,application/typescript; charset=utf-8,23598,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://deporte.malaga.eu/,historial del usuario,fuente o página informativa,2026-09-07,conn_error,,permitido,URL comprobada por Lovable,,,,,"HTTPSConnectionPool(host='deporte.malaga.eu', port=443): Max retries exceeded with url: / (Caused by NameResolutionError",resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://deporte.malaga.eu/agenda,historial del usuario; sports:malaga-capital-deportes:primary_url; sports:malaga-capital-deportes:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://deporte.malaga.eu/agenda/calendario-area-deporte-malaga,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://deporte.malaga.eu/agenda/detalle-de-actividad/index.html?id=146610,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://deporte.malaga.eu/export/sites/deporte/.galleries/Programas/DOCUMENTOS-Deporte-en-Feria/Reglamento-Voley-playa-Deporte-en-Feria-2026.pdf,historial del usuario,fuente o página informativa,2026-09-07,conn_error,,permitido,URL comprobada por Lovable,,,,,"HTTPSConnectionPool(host='deporte.malaga.eu', port=443): Max retries exceeded with url: /export/sites/deporte/.galleries",resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://deporte.malaga.eu/programas/deporte-en-feria/espeto-beach,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://deporte.malaga.eu/programas/deporte-en-feria/pickleball,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://deporte.malaga.eu/programas/deporte-en-feria/tiro-con-arco,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://deportes.antequera.es/actividades/agenda.html,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://deportes.malaga.eu/,registry:deportes-ayto-malaga:url,fuente o página informativa,2026-09-07T20:17:06Z,,,no verificable,robots no verificable; contenido no solicitado,,,,,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://deportes.torremolinos.es/eventos-deportivos/agenda-anual-eventos,historial del usuario; sports:torremolinos-deportes:primary_url; sports:torremolinos-deportes:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://deportes.velezmalaga.es/eventos,historial del usuario; sports:velez-malaga-deportes:primary_url; sports:velez-malaga-deportes:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://developer.wordpress.org/rest-api,historial del usuario,documentación,2026-09-07T20:17:06Z,200,https://developer.wordpress.org/rest-api/,permitido,HTTP 200,,text/html; charset=UTF-8,167729,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://entradas.fuengirola.es/content?lang=es,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://entradas.fuengirola.es/list/events?lang=es,historial del usuario; legacy:entradas-fuengirola:chosen_entrypoint,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://entradas.starlitemarbella.com/,historial del usuario; legacy:starlite-marbella:chosen_entrypoint,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://esm.sh/@supabase/supabase-js@2,historial del usuario,fuente o página informativa,2026-09-07T20:17:07Z,200,https://esm.sh/@supabase/supabase-js@2,permitido,HTTP 200,,application/javascript; charset=utf-8,531,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://fancine.org/,registry:src-fancine:url,fuente o página informativa,2026-09-07T20:17:07Z,200,https://fancine.org/,permitido,HTTP 200,,text/html; charset=UTF-8,50623,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://fandaluzabm.org/,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://farmaciaguardiahoy.es/farmacia-de-guardia/malaga,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://farmaciasguardia.farmaceuticos.com/web_guardias/publico/Provincia_p.asp?id=29,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://farmaciasguardia.farmaceuticos.com/web_guardias/publico/Provincia_pNew.asp?id=29,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://favoley.es/es/calendar,historial del usuario,fuente o página informativa,2026-09-07,429,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://festivaldemalaga.com/,historial del usuario; registry:festival-malaga:url; registry:src-festival-malaga:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://festivaldemalaga.com/edicion/agenda,historial del usuario; legacy:festival-malaga:chosen_entrypoint,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://festivaldemalaga.com/maf,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://festivaldemalaga.com/maf/index.php?seccion=actividades,historial del usuario; legacy:festival-malaga:fallback_entrypoint,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://frigiliana3culturas.com/,registry:src-frigiliana-3c:url,fuente o página informativa,2026-09-07T20:17:07Z,200,https://frigiliana3culturas.com/,permitido,HTTP 200,,text/html; charset=UTF-8,146941,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://fundacionunicaja.com/agenda,scraping:Fundación Unicaja:url,fuente o página informativa,2026-09-07T20:17:08Z,,,no verificable,robots no verificable; contenido no solicitado,,,,,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://fycma.com/,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,cuerpo truncado,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://fycma.com/calendario,historial del usuario; legacy:fycma:chosen_entrypoint,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,cuerpo truncado,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://fycma.com/eventos/mes,legacy:fycma:fallback_entrypoint,fuente o página informativa,2026-09-07T20:17:08Z,200,https://fycma.com/eventos/mes/,permitido,HTTP 200,,text/html; charset=UTF-8,524288,True,cuerpo limitado; no acredita contenido completo,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://fycma.com/eventos/mes?lang=en,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,cuerpo truncado,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://fycma.com/organizador/fycma,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,cuerpo truncado,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://fycma.com/wp-json/tribe/events/v1/events,registry:fycma:url,fuente o página informativa,2026-09-07T20:17:08Z,200,https://fycma.com/wp-json/tribe/events/v1/events,permitido,HTTP 200,,application/json; charset=UTF-8,524288,True,cuerpo limitado; no acredita contenido completo,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://icofma.es/es/farmacias-de-guardia,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://icofma.es/listado-farmacias-provincia-malaga,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://images.unsplash.com/photo-1470229722913-7c0e2dbbafd3?w=640&q=80&fit=crop,historial del usuario,fuente o página informativa,2026-09-07T20:17:09Z,200,https://images.unsplash.com/photo-1470229722913-7c0e2dbbafd3?w=640&q=80&fit=crop,permitido,HTTP 200,,image/jpeg,37187,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://images.unsplash.com/photo-1503095396549-807759245b35?w=640&q=80&fit=crop,historial del usuario,fuente o página informativa,2026-09-07T20:17:10Z,200,https://images.unsplash.com/photo-1503095396549-807759245b35?w=640&q=80&fit=crop,permitido,HTTP 200,,image/jpeg,39701,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://images.unsplash.com/photo-1508700929628-666bc8bd84ea?w=640&q=80&fit=crop&auto=format,historial del usuario,fuente o página informativa,2026-09-07T20:17:10Z,200,https://images.unsplash.com/photo-1508700929628-666bc8bd84ea?w=640&q=80&fit=crop&auto=format,permitido,HTTP 200,,image/jpeg,30890,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://images.unsplash.com/photo-1527224857830-43a7acc85260?w=640&q=80&fit=crop,historial del usuario,fuente o página informativa,2026-09-07T20:17:10Z,200,https://images.unsplash.com/photo-1527224857830-43a7acc85260?w=640&q=80&fit=crop,permitido,HTTP 200,,image/jpeg,44733,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://imd.malaga.eu/es/actividades-deportivas,sports:imd-malaga:primary_url; sports:imd-malaga:url,fuente o página informativa,2026-09-07T20:17:11Z,,,no verificable,robots no verificable; contenido no solicitado,,,,,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://info.turismoderonda.es/agenda,historial del usuario; registry:src-agenda-turistica-ronda:url; sports:ronda-turismo-agenda:primary_url; sports:ronda-turismo-agenda:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,jsonld_event;rss;wp,,,,cuerpo truncado,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://juventud.malaga.eu/,historial del usuario; registry:caja-blanca:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://lacocheracabaret.com/,legacy:la-cochera-cabaret:entrypoints_detected; registry:src-la-cochera-p:url,fuente o página informativa,2026-09-07T20:17:11Z,200,https://lacocheracabaret.com/,permitido,HTTP 200,,text/html; charset=UTF-8,57779,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://lacocheracabaret.com/programacion,historial del usuario; legacy:la-cochera-cabaret:chosen_entrypoint; legacy:la-cochera-cabaret:entrypoints_detected; legacy:lacocheracabaret-oficial:chosen_entrypoint,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://lacocheracabaret.com/tipo-evento/comedia-humor,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://lacocheracabaret.com/tipo-evento/teatro,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://lacocheraentradas.com/,historial del usuario; legacy:cochera-entradas:chosen_entrypoint,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss;wp,,,,cuerpo truncado,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://lacocheraentradas.com/categoria/teatro,historial del usuario,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,rss,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://laconcepcion.malaga.eu/,historial del usuario; registry:jardin-concepcion:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://lafabricadecerveza.com/,historial del usuario; legacy:la-fabrica-cerveza:entrypoints_detected; registry:la-fabrica:url,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://lafabricadecerveza.com/experiencias-malaga,historial del usuario; legacy:la-fabrica-cerveza:chosen_entrypoint; legacy:la-fabrica-cerveza:entrypoints_detected,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://latermicamalaga.com/,legacy:la-termica:entrypoints_detected; registry:src-la-termica-p:url,fuente o página informativa,2026-09-07T20:17:12Z,200,https://latermicamalaga.com/,permitido,HTTP 200,,text/html; charset=UTF-8,184095,False,,recomprobación independiente en el entorno de auditoría de Lovable (2026-09-07); extractor no ejecutado,
https://latermicamalaga.com/agenda,historial del usuario; legacy:la-termica:entrypoints_detected,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://latermicamalaga.com/musica-y-eventos,historial del usuario; legacy:la-termica:chosen_entrypoint; legacy:la-termica:entrypoints_detected,fuente o página informativa,2026-09-07,200,,permitido,URL comprobada por Lovable,wp,,,,,resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://losalamosbeach.com/,historial del usuario; registry:los-alamos-beach:url,fuente o página informativa,2026-09-07,ssl_error,,permitido,URL comprobada por Lovable,,,,,"HTTPSConnectionPool(host='losalamosbeach.com', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVe",resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
https://malagacf.com/entradas,historial del usuario,fuente o página informativa,2026-09-07,ssl_error,,permitido,URL comprobada por Lovable,,,,,"HTTPSConnectionPool(host='malagacf.com', port=443): Max retries exceeded with url: /entradas (Caused by SSLError(SSLCert",resultado reutilizado de la comprobación de Lovable; extractor no acreditado por HTTP,
